"","Person.ID.1","Role.1","Year.of.Birth.1","Country.of.Birth.1","Home.Language.1","Dept.No..1","Faculty.No..1","With.PHD.1","No..of.Years.in.Uni.at.Time.of.Grant.1","Number.of.Successful.Grant.1","Number.of.Unsuccessful.Grant.1","A..1","A.1","B.1","C.1","data$Grant.Status","index","age"
"12102","72957","CHIEF_INVESTIGATOR",1960,"New Zealand","","3048","31","Yes ","more than 15",3,2,38,6,19,43,1,34834,47
"12103","491012","CHIEF_INVESTIGATOR",1980,"","",NA,NA,"No","",0,0,13,3,0,0,1,34834,27
"12104","31967","CHIEF_INVESTIGATOR",1970,"Australia","","2668","25","Yes ",">5 to 10",3,5,9,5,4,2,0,34833,37
"12105","12957","CHIEF_INVESTIGATOR",1965,"Great Britain","","2603","25","Yes ",">10 to 15",5,13,30,8,11,1,1,34834,42
"12106","74722","CHIEF_INVESTIGATOR",1960,"Australia","","3048","31","Yes ",">10 to 15",2,0,24,9,11,3,1,34834,47
"12107","67037","CHIEF_INVESTIGATOR",1950,"Eastern Europe","","2563","25","Yes ","more than 15",6,15,6,6,22,7,0,34833,57
"12108","493697","CHIEF_INVESTIGATOR",1960,"Asia Pacific","","2178","19","Yes ",">=0 to 5",4,2,18,24,4,4,1,34833,47
"12109","147222","CHIEF_INVESTIGATOR",1965,"Australia","","3268","31","Yes ",">=0 to 5",0,1,1,31,11,22,0,34834,42
"12110","493697","CHIEF_INVESTIGATOR",1960,"Asia Pacific","","2178","19","Yes ",">=0 to 5",4,2,18,24,4,4,1,34834,47
"12111","74877","CHIEF_INVESTIGATOR",1950,"Great Britain","","1033","1","Yes ",">10 to 15",2,0,0,7,9,0,1,34833,57
"12112","74877","CHIEF_INVESTIGATOR",1950,"Great Britain","","1033","1","Yes ",">10 to 15",2,0,0,7,9,0,1,34834,57
"12113","1737","CHIEF_INVESTIGATOR",1965,"Australia","","2533","25","Yes ",">5 to 10",4,4,10,26,15,14,0,34833,42
"12114","135662","CHIEF_INVESTIGATOR",1970,"Australia","","2533","25","No","Less than 0",0,1,0,0,0,3,0,34834,37
"12115","65977","CHIEF_INVESTIGATOR",1950,"Australia","English","1258","34","Yes ","more than 15",1,1,2,13,17,6,0,34834,57
"12116","488762","CHIEF_INVESTIGATOR",1970,"North America","Other","2538","25","Yes ",">=0 to 5",2,0,4,0,7,0,0,34833,37
"12117","23412","DELEGATED_RESEARCHER",1975,"","",NA,NA,"No","",0,0,0,0,0,0,1,34834,32
"12118","91092","CHIEF_INVESTIGATOR",1965,"Australia","English","528","7","Yes ",">=0 to 5",3,0,1,10,6,0,0,34834,42
"12119","14842","CHIEF_INVESTIGATOR",1960,"Australia","","1678","13","No",">5 to 10",1,1,0,8,33,8,0,34834,47
"12120","69152","CHIEF_INVESTIGATOR",1960,"Australia","","593","7","Yes ","more than 15",1,3,7,3,10,1,0,34834,47
"12121","573352","CHIEF_INVESTIGATOR",1965,"","Other","1038","1","No","",1,1,0,0,0,1,0,34834,42
"12122","332512","CHIEF_INVESTIGATOR",1950,"","",NA,NA,"No","",0,0,0,0,0,0,0,34834,57
"12123","66532","CHIEF_INVESTIGATOR",1945,"North America","","548","7","No","",0,1,2,0,0,0,0,34833,62
"12124","495212","CHIEF_INVESTIGATOR",1965,"Australia","","2053","19","No",">=0 to 5",4,2,28,2,4,0,0,34834,42
"12125","499392","CHIEF_INVESTIGATOR",1980,"","",NA,NA,"No","",0,0,0,0,0,0,0,34833,27
"12126","67037","CHIEF_INVESTIGATOR",1950,"Eastern Europe","","2563","25","Yes ","more than 15",6,16,6,6,22,7,0,34834,57
"12127","73372","CHIEF_INVESTIGATOR",1945,"Australia","","653","7","No","Less than 0",1,1,2,6,0,0,0,34834,62
"12128","72672","CHIEF_INVESTIGATOR",1945,"","",NA,NA,"No","",0,0,1,2,0,1,0,34833,62
"12129","97182","CHIEF_INVESTIGATOR",1955,"Australia","","2568","25","Yes ",">5 to 10",0,2,9,2,4,25,0,34834,52
"12130","44697","CHIEF_INVESTIGATOR",1965,"Australia","","2603","25","No",">5 to 10",4,4,1,3,0,0,0,34833,42
"12131","63562","CHIEF_INVESTIGATOR",1940,"Australia","","2523","25","No",">=0 to 5",3,3,0,7,13,8,0,34834,67
"12132","7512","CHIEF_INVESTIGATOR",1960,"Australia","","2538","25","Yes ","Less than 0",0,4,1,5,2,1,0,34833,47
"12133","26877","CHIEF_INVESTIGATOR",1935,"Australia","","3123","31","No",">5 to 10",0,1,1,4,5,4,0,34834,72
"12134","1382","CHIEF_INVESTIGATOR",1975,"Australia","","2053","19","Yes ",">=0 to 5",6,1,1,3,2,0,0,34833,32
"12135","64867","PRINCIPAL_SUPERVISOR",1945,"Australia","","3268","31","Yes ","more than 15",5,5,7,39,11,6,0,34833,62
"12136","74202","CHIEF_INVESTIGATOR",1950,"","",NA,NA,"No","",0,0,0,3,2,2,0,34834,57
"12137","491312","CHIEF_INVESTIGATOR",1960,"Australia","","2563","25","Yes ",">=0 to 5",1,9,0,1,0,0,0,34833,47
"12138","19857","CHIEF_INVESTIGATOR",1970,"Australia","","1098","1","No","Less than 0",1,0,1,0,0,0,0,34833,37
"12139","119982","CHIEF_INVESTIGATOR",1970,"Australia","","1678","13","Yes ",">=0 to 5",0,2,1,4,5,1,0,34834,37
"12140","69952","CHIEF_INVESTIGATOR",1960,"Australia","","1578","13","Yes ",">10 to 15",0,1,3,9,14,1,0,34834,47
"12141","66717","CHIEF_INVESTIGATOR",1960,"Australia","","1258","34","Yes ",">10 to 15",0,4,0,7,2,1,0,34833,47
"12142","80332","CHIEF_INVESTIGATOR",1930,"","",NA,NA,"No","",0,0,1,7,4,4,0,34833,77
"12143","67847","CHIEF_INVESTIGATOR",1955,"Great Britain","","2768","25","Yes ","more than 15",1,1,1,42,25,13,0,34834,52
"12144","41732","CHIEF_INVESTIGATOR",1965,"Australia","","4243","64","No",">=0 to 5",1,3,1,1,0,1,0,34834,42
"12145","107987","CHIEF_INVESTIGATOR",1960,"Australia","English","3508","4","Yes ",">=0 to 5",0,5,1,0,0,0,0,34833,47
"12146","67412","CHIEF_INVESTIGATOR",1960,"Asia Pacific","English","548","7","Yes ","more than 15",0,5,0,2,1,0,0,34833,47
"12147","3687","CHIEF_INVESTIGATOR",1945,"Australia","","653","7","No","Less than 0",0,0,2,5,1,0,0,34833,62
"12148","80372","CHIEF_INVESTIGATOR",1955,"Australia","","3258","31","Yes ","more than 15",3,3,9,11,7,1,0,34834,52
"12149","69712","CHIEF_INVESTIGATOR",1950,"Great Britain","","1033","1","No","Less than 0",2,1,3,2,1,1,0,34834,57
"12150","49762","CHIEF_INVESTIGATOR",1970,"","",NA,NA,"No","",0,0,0,0,1,0,0,34833,37
"12151","115867","CHIEF_INVESTIGATOR",1970,"Australia","","2523","25","Yes ",">=0 to 5",2,0,9,8,6,15,0,34834,37
"12152","928167","CHIEF_INVESTIGATOR",1975,"","","2538","25","No",">=0 to 5",0,1,0,0,0,0,0,34833,32
"12153","77457","CHIEF_INVESTIGATOR",1955,"Asia Pacific","","2558","25","Yes ",">5 to 10",2,1,20,12,19,10,0,34834,52
"12154","65387","CHIEF_INVESTIGATOR",1965,"Australia","","2558","25","Yes ",">10 to 15",1,6,5,13,17,1,0,34834,42
"12155","18832","CHIEF_INVESTIGATOR",1975,"Great Britain","English","2768","25","No","",1,6,17,30,12,3,0,34833,32
"12156","79122","PRINCIPAL_SUPERVISOR",1950,"Australia","","2763","25","No","more than 15",0,1,73,17,14,13,0,34834,57
"12157","8067","CHIEF_INVESTIGATOR",1960,"Western Europe","Other","1998","19","Yes ",">10 to 15",0,3,9,15,7,5,1,34833,47
"12158","67412","CHIEF_INVESTIGATOR",1960,"Asia Pacific","English","548","7","Yes ","more than 15",0,5,0,2,1,0,1,34834,47
"12159","146697","CHIEF_INVESTIGATOR",1965,"Great Britain","","1678","13","Yes ",">=0 to 5",4,2,7,7,16,12,1,34834,42
"12160","67647","PRINCIPAL_SUPERVISOR",1965,"Australia","","2678","25","Yes ",">10 to 15",5,12,16,18,11,5,1,34834,42
"12161","74002","CHIEF_INVESTIGATOR",1950,"Australia","English","1098","1","No","Less than 0",1,5,0,0,1,6,0,34833,57
"12162","778202","CHIEF_INVESTIGATOR",1985,"","",NA,NA,"No","",0,0,0,0,0,0,1,34834,22
"12163","766222","CHIEF_INVESTIGATOR",1955,"Australia","","978","25","Yes ",">=0 to 5",6,0,2,6,6,2,0,34833,52
"12164","652292","PRINCIPAL_SUPERVISOR",1970,"","",NA,NA,"No","",0,0,0,0,1,0,0,34834,37
"12165","33582","CHIEF_INVESTIGATOR",1975,"Australia","","2103","19","Yes ",">5 to 10",0,0,1,0,1,7,0,34834,32
"12166","14767","CHIEF_INVESTIGATOR",1945,"","",NA,NA,"No","",0,0,0,0,0,0,0,34834,62
"12167","771797","CHIEF_INVESTIGATOR",1980,"Great Britain","","2653","25","Yes ",">=0 to 5",2,0,0,4,0,0,0,34834,27
"12168","621987","CHIEF_INVESTIGATOR",1980,"","","2538","25","No",">=0 to 5",0,0,0,1,2,2,0,34833,27
"12169","65712","CHIEF_INVESTIGATOR",1950,"Western Europe","","2523","25","No","more than 15",3,6,3,3,8,11,0,34834,57
"12170","73757","CHIEF_INVESTIGATOR",1965,"Australia","","2923","25","Yes ",">10 to 15",2,5,6,6,18,8,0,34833,42
"12171","557","PRINCIPAL_SUPERVISOR",1960,"Australia","","2813","25","No","Less than 0",1,1,3,14,8,9,1,34834,47
"12172","945737","CHIEF_INVESTIGATOR",1965,"Asia Pacific","","2178","19","Yes ",">=0 to 5",1,1,3,2,0,0,0,34834,42
"12173","9502","CHIEF_INVESTIGATOR",1950,"South Africa","","978","25","Yes ",">10 to 15",3,4,0,1,1,8,0,34834,57
"12174","110597","CHIEF_INVESTIGATOR",1980,"","",NA,NA,"No","",0,0,0,1,0,0,0,34834,27
"12175","28607","CHIEF_INVESTIGATOR",1965,"Great Britain","","2763","25","Yes ",">5 to 10",4,3,6,25,14,14,0,34833,42
"12176","787857","DELEGATED_RESEARCHER",1980,"","",NA,NA,"No","",0,0,0,0,0,1,0,34833,27
"12177","14512","CHIEF_INVESTIGATOR",1975,"Asia Pacific","","2653","25","Yes ",">=0 to 5",0,1,0,2,0,0,1,34833,32
"12178","7842","CHIEF_INVESTIGATOR",1960,"Asia Pacific","Other","1033","1","Yes ",">10 to 15",2,1,0,4,2,4,0,34834,47
"12179","28607","CHIEF_INVESTIGATOR",1965,"Great Britain","","2763","25","Yes ",">5 to 10",4,4,6,25,14,14,0,34834,42
"12180","487587","CHIEF_INVESTIGATOR",1975,"","",NA,NA,"No","",0,0,0,0,0,0,0,34833,32
"12181","115007","CHIEF_INVESTIGATOR",1970,"Australia","","2603","25","Yes ",">=0 to 5",1,1,0,1,0,0,1,34834,37
"12182","692407","CHIEF_INVESTIGATOR",1960,"","","2568","25","No",">=0 to 5",1,1,0,0,0,0,0,34834,47
"12183","692407","CHIEF_INVESTIGATOR",1960,"","","2568","25","No",">=0 to 5",1,1,0,0,0,0,0,34833,47
"12184","89127","CHIEF_INVESTIGATOR",1970,"Australia","","2533","25","Yes ",">5 to 10",0,0,0,8,10,10,0,34834,37
"12185","70947","PRINCIPAL_SUPERVISOR",1960,"Asia Pacific","","2653","25","Yes ",">10 to 15",2,4,4,10,6,4,0,34833,47
"12186","641022","CHIEF_INVESTIGATOR",1975,"Australia","","2763","25","Yes ",">=0 to 5",1,8,0,5,1,0,0,34833,32
"12187","74987","CHIEF_INVESTIGATOR",1960,"","",NA,NA,"No","",0,0,3,11,2,2,0,34834,47
"12188","73757","CHIEF_INVESTIGATOR",1965,"Australia","","2923","25","Yes ",">10 to 15",3,5,6,6,18,8,0,34833,42
"12189","7862","CHIEF_INVESTIGATOR",1965,"Australia","","2523","25","Yes ",">5 to 10",1,3,4,8,10,8,0,34834,42
"12190","79192","CHIEF_INVESTIGATOR",1950,"Australia","","2523","25","Yes ","more than 15",8,15,60,95,38,10,0,34833,57
"12191","146697","CHIEF_INVESTIGATOR",1965,"Great Britain","","1678","13","Yes ",">=0 to 5",4,2,7,7,16,12,0,34833,42
"12192","64277","CHIEF_INVESTIGATOR",1950,"Australia","","2973","25","Yes ","more than 15",0,1,25,16,12,6,0,34834,57
"12193","79612","CHIEF_INVESTIGATOR",1950,"","",NA,NA,"No","",0,0,1,24,43,26,0,34834,57
"12194","63782","CHIEF_INVESTIGATOR",1950,"Australia","","2553","25","Yes ","more than 15",7,9,21,26,13,16,1,34833,57
"12195","75822","CHIEF_INVESTIGATOR",1970,"","",NA,NA,"No","",0,0,7,3,12,3,1,34833,37
"12196","53352","CHIEF_INVESTIGATOR",1965,"Australia","","2828","25","No",">5 to 10",0,2,1,4,0,1,0,34833,42
"12197","79612","CHIEF_INVESTIGATOR",1950,"","",NA,NA,"No","",0,0,1,24,43,26,0,34833,57
"12198","13437","CHIEF_INVESTIGATOR",1960,"Australia","","2878","25","Yes ",">10 to 15",0,0,11,9,13,28,0,34833,47
"12199","73087","CHIEF_INVESTIGATOR",1955,"Australia","","2773","25","Yes ",">5 to 10",0,0,17,7,4,5,0,34834,52
"12200","95862","CHIEF_INVESTIGATOR",1975,"Australia","","2533","25","No","",1,3,1,5,5,5,0,34834,32
"12201","89467","PRINCIPAL_SUPERVISOR",1960,"New Zealand","","2678","25","No","",2,5,11,7,3,1,0,34834,47
"12202","72317","CHIEF_INVESTIGATOR",1950,"Great Britain","","2678","25","Yes ","more than 15",3,3,7,13,5,1,0,34834,57
"12203","641022","CHIEF_INVESTIGATOR",1975,"Australia","","2763","25","Yes ",">=0 to 5",1,8,0,5,1,0,1,34833,32
"12204","78992","CHIEF_INVESTIGATOR",1945,"Australia","","2763","25","Yes ","more than 15",3,10,9,22,7,9,0,34834,62
"12205","143357","CHIEF_INVESTIGATOR",1965,"Asia Pacific","","2728","25","Yes ",">=0 to 5",2,3,0,1,18,1,0,34833,42
"12206","76352","CHIEF_INVESTIGATOR",1965,"Australia","","2523","25","Yes ",">10 to 15",2,1,14,22,13,2,1,34834,42
"12207","2712","CHIEF_INVESTIGATOR",1965,"Australia","","2563","25","Yes ",">10 to 15",3,11,23,46,39,24,0,34833,42
"12208","80137","DELEGATED_RESEARCHER",1950,"Australia","","2163","19","Yes ","more than 15",1,0,7,14,2,3,0,34834,57
"12209","68467","CHIEF_INVESTIGATOR",1950,"Great Britain","","2628","25","No",">10 to 15",4,1,42,12,8,4,1,34833,57
"12210","66192","CHIEF_INVESTIGATOR",1950,"Australia","","2523","25","Yes ","more than 15",0,0,2,27,12,8,0,34833,57
"12211","359677","CHIEF_INVESTIGATOR",1975,"Australia","","3258","31","No","",0,6,1,0,1,0,1,34834,32
"12212","893852","CHIEF_INVESTIGATOR",1970,"Asia Pacific","","2813","25","Yes ","",1,5,1,3,1,4,0,34834,37
"12213","64867","PRINCIPAL_SUPERVISOR",1945,"Australia","","3268","31","Yes ","more than 15",6,5,7,39,11,6,1,34834,62
"12214","79612","CHIEF_INVESTIGATOR",1950,"","",NA,NA,"No","",0,0,1,24,43,26,0,34834,57
"12215","85862","CHIEF_INVESTIGATOR",1950,"Western Europe","","2728","25","No",">5 to 10",9,18,0,5,21,7,0,34833,57
"12216","67477","CHIEF_INVESTIGATOR",1960,"Australia","","2763","25","No","more than 15",0,0,0,5,4,3,0,34834,47
"12217","79192","CHIEF_INVESTIGATOR",1950,"Australia","","2523","25","Yes ","more than 15",8,15,60,95,38,10,0,34833,57
"12218","78977","CHIEF_INVESTIGATOR",1945,"Australia","","2813","25","No","Less than 0",1,1,9,23,42,13,0,34833,62
"12219","29562","CHIEF_INVESTIGATOR",1970,"Australia","English","2563","25","Yes ",">=0 to 5",0,1,4,9,7,2,0,34833,37
"12220","89127","CHIEF_INVESTIGATOR",1970,"Australia","","2533","25","Yes ",">5 to 10",0,1,0,8,10,10,0,34834,37
"12221","66077","CHIEF_INVESTIGATOR",1960,"Australia","","1258","34","Yes ","more than 15",0,1,3,42,14,2,0,34833,47
"12222","98757","CHIEF_INVESTIGATOR",1970,"Australia","","2628","25","Yes ",">=0 to 5",2,0,16,6,0,0,0,34833,37
"12223","36252","CHIEF_INVESTIGATOR",1960,"Australia","","2973","25","Yes ",">5 to 10",3,24,4,38,15,42,0,34833,47
"12224","79022","CHIEF_INVESTIGATOR",1945,"Western Europe","","2713","25","No","more than 15",4,11,36,48,10,4,0,34833,62
"12225","148997","CHIEF_INVESTIGATOR",1940,"Australia","","2523","25","No","more than 15",4,3,0,2,0,0,1,34834,67
"12226","8172","CHIEF_INVESTIGATOR",1930,"Great Britain","","2498","25","No",">=0 to 5",0,1,11,9,3,2,0,34834,77
"12227","110437","CHIEF_INVESTIGATOR",1975,"Australia","","2653","25","Yes ",">=0 to 5",0,2,1,1,0,0,0,34834,32
"12228","36252","CHIEF_INVESTIGATOR",1960,"Australia","","2973","25","Yes ",">5 to 10",3,24,4,38,15,42,0,34834,47
"12229","23997","CHIEF_INVESTIGATOR",1965,"Australia","","2628","25","No",">=0 to 5",6,1,22,14,6,0,1,34834,42
"12230","493767","CHIEF_INVESTIGATOR",1965,"Australia","","2538","25","Yes ",">=0 to 5",1,3,3,3,3,1,0,34834,42
"12231","135662","CHIEF_INVESTIGATOR",1970,"Australia","","2533","25","No","Less than 0",0,2,0,0,0,3,0,34834,37
"12232","17342","CHIEF_INVESTIGATOR",1960,"Australia","","2828","25","Yes ",">5 to 10",3,25,13,30,26,8,0,34833,47
"12233","86282","CHIEF_INVESTIGATOR",1965,"Australia","","2533","25","No",">5 to 10",0,0,2,8,1,3,0,34834,42
"12234","79022","CHIEF_INVESTIGATOR",1945,"Western Europe","","2713","25","No","more than 15",4,11,36,48,10,4,1,34834,62
"12235","4102","CHIEF_INVESTIGATOR",1955,"Australia","","2948","25","Yes ","more than 15",1,8,9,16,11,4,0,34833,52
"12236","78967","CHIEF_INVESTIGATOR",1955,"Western Europe","","2728","25","Yes ","more than 15",8,9,7,10,10,2,1,34833,52
"12237","78612","PRINCIPAL_SUPERVISOR",1945,"South Africa","","2628","25","Yes ",">5 to 10",2,0,9,24,14,7,1,34834,62
"12238","5242","CHIEF_INVESTIGATOR",1945,"Australia","","2713","25","No","Less than 0",2,4,5,10,11,4,0,34834,62
"12239","2712","CHIEF_INVESTIGATOR",1965,"Australia","","2563","25","Yes ",">10 to 15",3,11,23,46,39,24,0,34833,42
"12240","21732","CHIEF_INVESTIGATOR",1965,"Australia","","2853","25","Yes ",">5 to 10",1,3,3,22,20,19,0,34833,42
"12241","64277","CHIEF_INVESTIGATOR",1950,"Australia","","2973","25","Yes ","more than 15",0,1,25,16,12,6,0,34834,57
"12242","72222","CHIEF_INVESTIGATOR",1950,"Australia","","2973","25","No","more than 15",0,3,17,15,9,6,0,34833,57
"12243","578662","CHIEF_INVESTIGATOR",1980,"Australia","","2768","25","Yes ",">=0 to 5",1,2,3,7,1,1,0,34834,27
"12244","67037","CHIEF_INVESTIGATOR",1950,"Eastern Europe","","2563","25","Yes ","more than 15",7,19,6,6,22,7,0,34833,57
"12245","436362","CHIEF_INVESTIGATOR",1965,"Australia","","2163","19","Yes ",">=0 to 5",0,0,8,20,9,0,0,34833,42
"12246","63782","CHIEF_INVESTIGATOR",1950,"Australia","","2553","25","Yes ","more than 15",7,9,21,26,13,16,1,34833,57
"12247","85862","CHIEF_INVESTIGATOR",1950,"Western Europe","","2728","25","No",">5 to 10",9,18,0,5,21,7,0,34834,57
"12248","143357","CHIEF_INVESTIGATOR",1965,"Asia Pacific","","2728","25","Yes ",">=0 to 5",2,3,0,1,18,1,0,34834,42
"12249","79192","CHIEF_INVESTIGATOR",1950,"Australia","","2523","25","Yes ","more than 15",8,15,60,95,38,10,0,34834,57
"12250","105337","CHIEF_INVESTIGATOR",1950,"Australia","","2828","25","No",">=0 to 5",3,5,12,9,7,2,0,34833,57
"12251","72317","CHIEF_INVESTIGATOR",1950,"Great Britain","","2678","25","Yes ","more than 15",3,3,7,13,5,1,1,34833,57
"12252","78887","CHIEF_INVESTIGATOR",1960,"Australia","","2678","25","Yes ",">5 to 10",1,6,20,12,4,1,0,34834,47
"12253","36252","CHIEF_INVESTIGATOR",1960,"Australia","","2973","25","Yes ",">5 to 10",3,24,4,38,15,42,0,34834,47
"12254","89627","CHIEF_INVESTIGATOR",1975,"Australia","","2653","25","Yes ",">=0 to 5",1,4,2,3,2,0,1,34833,32
"12255","147222","CHIEF_INVESTIGATOR",1965,"Australia","","3268","31","Yes ",">=0 to 5",0,4,1,31,11,22,0,34834,42
"12256","17342","CHIEF_INVESTIGATOR",1960,"Australia","","2828","25","Yes ",">5 to 10",3,25,13,30,26,8,0,34834,47
"12257","4102","CHIEF_INVESTIGATOR",1955,"Australia","","2948","25","Yes ","more than 15",1,8,9,16,11,4,0,34833,52
"12258","29562","CHIEF_INVESTIGATOR",1970,"Australia","English","2563","25","Yes ",">=0 to 5",0,1,4,9,7,2,1,34833,37
"12259","89127","CHIEF_INVESTIGATOR",1970,"Australia","","2533","25","Yes ",">5 to 10",0,1,0,8,10,10,0,34834,37
"12260","108847","CHIEF_INVESTIGATOR",1945,"Australia","","2668","25","No",">=0 to 5",3,2,3,4,5,3,0,34834,62
"12261","115867","CHIEF_INVESTIGATOR",1970,"Australia","","2523","25","Yes ",">=0 to 5",2,0,9,8,6,15,1,34833,37
"12262","79652","CHIEF_INVESTIGATOR",1950,"Asia Pacific","","2498","25","Yes ","more than 15",1,4,2,3,9,7,1,34833,57
"12263","72222","CHIEF_INVESTIGATOR",1950,"Australia","","2973","25","No","more than 15",0,3,17,15,9,6,0,34834,57
"12264","68377","CHIEF_INVESTIGATOR",1955,"Australia","","2893","25","Yes ","more than 15",0,0,11,17,3,5,0,34833,52
"12265","63782","CHIEF_INVESTIGATOR",1950,"Australia","","2553","25","Yes ","more than 15",7,9,21,26,13,16,0,34834,57
"12266","67037","CHIEF_INVESTIGATOR",1950,"Eastern Europe","","2563","25","Yes ","more than 15",7,19,6,6,22,7,0,34833,57
"12267","75822","CHIEF_INVESTIGATOR",1970,"","",NA,NA,"No","",0,0,7,3,12,3,1,34834,37
"12268","5242","CHIEF_INVESTIGATOR",1945,"Australia","","2713","25","No","Less than 0",2,4,5,10,11,4,0,34834,62
"12269","43882","CHIEF_INVESTIGATOR",1975,"Australia","","2768","25","Yes ",">=0 to 5",1,11,6,19,7,8,0,34833,32
"12270","78887","CHIEF_INVESTIGATOR",1960,"Australia","","2678","25","Yes ",">5 to 10",1,6,20,12,4,1,0,34833,47
"12271","110472","CHIEF_INVESTIGATOR",1965,"Australia","English","2973","25","No",">=0 to 5",0,3,2,15,8,14,0,34834,42
"12272","64357","CHIEF_INVESTIGATOR",1965,"Australia","","2523","25","Yes ",">5 to 10",1,3,3,9,23,7,0,34834,42
"12273","13527","CHIEF_INVESTIGATOR",1965,"","",NA,NA,"No","",0,0,3,4,3,3,0,34834,42
"12274","41912","CHIEF_INVESTIGATOR",1960,"Eastern Europe","","3048","31","Yes ",">5 to 10",2,5,4,14,3,1,0,34833,47
"12275","73757","CHIEF_INVESTIGATOR",1965,"Australia","","2923","25","Yes ",">10 to 15",3,5,6,6,18,8,1,34834,42
"12276","17707","CHIEF_INVESTIGATOR",1965,"Australia","","2568","25","Yes ",">5 to 10",0,4,2,6,1,1,1,34833,42
"12277","147502","CHIEF_INVESTIGATOR",1970,"Great Britain","English","2253","19","Yes ",">=0 to 5",2,9,0,7,7,2,0,34834,37
"12278","74002","CHIEF_INVESTIGATOR",1950,"Australia","English","1098","1","No","Less than 0",2,5,0,0,1,6,1,34834,57
"12279","63462","CHIEF_INVESTIGATOR",1960,"Australia","","528","7","Yes ",">5 to 10",2,2,2,9,7,2,1,34834,47
"12280","3327","CHIEF_INVESTIGATOR",1950,"Australia","","1578","13","Yes ",">10 to 15",1,0,0,1,0,1,0,34834,57
"12281","139532","CHIEF_INVESTIGATOR",1950,"Australia","","2298","46","Yes ",">=0 to 5",0,2,0,3,2,9,0,34833,57
"12282","67447","PRINCIPAL_SUPERVISOR",1970,"Great Britain","","3028","31","Yes ",">5 to 10",2,0,16,14,9,6,1,34834,37
"12283","766222","CHIEF_INVESTIGATOR",1955,"Australia","","978","25","Yes ",">=0 to 5",6,1,2,6,6,2,0,34833,52
"12284","79527","CHIEF_INVESTIGATOR",1950,"","",NA,NA,"No","",0,0,1,3,10,11,1,34834,57
"12285","157622","CHIEF_INVESTIGATOR",1930,"","",NA,NA,"No","",0,0,0,0,0,0,1,34833,77
"12286","7862","CHIEF_INVESTIGATOR",1965,"Australia","","2523","25","Yes ",">5 to 10",1,3,4,8,10,8,1,34833,42
"12287","73757","CHIEF_INVESTIGATOR",1965,"Australia","","2923","25","Yes ",">10 to 15",3,5,6,6,18,8,1,34833,42
"12288","52337","CHIEF_INVESTIGATOR",1970,"Australia","","2153","19","Yes ",">=0 to 5",0,3,3,3,1,0,1,34833,37
"12289","687442","CHIEF_INVESTIGATOR",1975,"Australia","","1258","34","Yes ",">=0 to 5",0,2,0,0,1,0,0,34833,32
"12290","708537","CHIEF_INVESTIGATOR",1965,"","",NA,NA,"No","",0,0,0,0,0,0,1,34834,42
"12291","641022","CHIEF_INVESTIGATOR",1975,"Australia","","2763","25","Yes ",">=0 to 5",2,8,0,5,1,0,1,34833,32
"12292","67877","CHIEF_INVESTIGATOR",1955,"","",NA,NA,"No","",0,0,1,3,13,18,1,34833,52
"12293","19857","CHIEF_INVESTIGATOR",1970,"Australia","","1098","1","No","Less than 0",1,0,1,0,0,0,0,34833,37
"12294","10662","CHIEF_INVESTIGATOR",1955,"Australia","English","1258","34","Yes ",">10 to 15",3,5,2,4,9,0,0,34833,52
"12295","75052","CHIEF_INVESTIGATOR",1970,"North America","","998","1","Yes ",">10 to 15",3,0,2,3,2,6,0,34834,37
"12296","821067","PRINCIPAL_SUPERVISOR",1945,"","",NA,NA,"No","",0,0,0,0,0,0,0,34834,62
"12297","146697","CHIEF_INVESTIGATOR",1965,"Great Britain","","1678","13","Yes ",">=0 to 5",4,2,7,7,16,12,1,34833,42
"12298","20782","CHIEF_INVESTIGATOR",1965,"Australia","","1033","1","No","",0,1,1,3,0,0,0,34834,42
"12299","604692","CHIEF_INVESTIGATOR",1975,"","","2178","19","No","",1,0,0,0,1,2,1,34834,32
"12300","97577","CHIEF_INVESTIGATOR",1980,"Australia","","2923","25","No","",0,1,0,4,2,0,1,34833,27
"12301","97577","CHIEF_INVESTIGATOR",1980,"Australia","","2923","25","No","",0,1,0,4,2,0,1,34834,27
"12302","6562","CHIEF_INVESTIGATOR",1955,"South Africa","English","2053","19","No","Less than 0",1,1,54,19,24,4,1,34834,52
"12303","48142","CHIEF_INVESTIGATOR",1980,"","",NA,NA,"No","",0,0,1,1,3,1,0,34833,27
"12304","578662","CHIEF_INVESTIGATOR",1980,"Australia","","2768","25","Yes ",">=0 to 5",1,2,3,7,1,1,1,34834,27
"12305","895287","CHIEF_INVESTIGATOR",1965,"","","2533","25","No","",0,1,0,1,1,0,0,34834,42
"12306","66887","CHIEF_INVESTIGATOR",1955,"Australia","","2813","25","No","Less than 0",6,20,0,9,2,0,0,34833,52
"12307","79032","DELEGATED_RESEARCHER",1955,"Australia","","2713","25","Yes ","more than 15",1,13,7,13,9,7,1,34834,52
"12308","64867","PRINCIPAL_SUPERVISOR",1945,"Australia","","3268","31","Yes ","more than 15",7,5,7,39,11,6,1,34834,62
"12309","11667","DELEGATED_RESEARCHER",1950,"Australia","","2548","25","No","more than 15",0,0,6,14,12,2,1,52250,57
"12310","43587","CHIEF_INVESTIGATOR",1960,"North America","","1623","13","No","",3,0,0,2,0,0,1,52249,47
